hotelname,postalcode,latitude,longitude,review_pos,review_neg,review_text,review-score
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,The staff is so nice and friendly. Great service. I like their welcome drink so much. The smell of the tea is pretty good. Hotel staff still send us a birthday cake. I like every little thing of this hotel.. (especially the toilet bowl >< ) can feel they really give the best effort to make everyone of us comfortable. 自己人 :),The pillow is too soft for me and it's a bit smelly.,The staff is so nice and friendly. Great service. I like their welcome drink so much. The smell of the tea is pretty good. Hotel staff still send us a birthday cake. I like every little thing of this hotel.. (especially the toilet bowl >< ) can feel they really give the best effort to make everyone of us comfortable. 自己人 :) The pillow is too soft for me and it's a bit smelly.,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,new and cleanwelcoming staffs,-,new and cleanwelcoming staffs -,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,Great location! Beautiful themed hotel. Friendly and competent staff,A little dusty perhaps due to prolonged closure.,Great location! Beautiful themed hotel. Friendly and competent staff A little dusty perhaps due to prolonged closure.,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,love the aesthetics of the hotel and the grand premier room exudes an oriental accent. we had an awesome view of the stretch of chinatown /amoy street and telok ayer. highly recommended!,the pool is very small though. wish there was a jacuzzi pool,love the aesthetics of the hotel and the grand premier room exudes an oriental accent. we had an awesome view of the stretch of chinatown /amoy street and telok ayer. highly recommended! the pool is very small though. wish there was a jacuzzi pool,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Architecture&interior design, cleanliness, very interesting concept.. Etc",I can’t think of any.. I like this hotel,"Architecture&interior design, cleanliness, very interesting concept.. Etc I can’t think of any.. I like this hotel",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"We were able to check in earlier, was served tea and snack at their rather grand hotel lobby with high ceiling. Room is clean, bed is comfortable. Hotel pool is really nice and situated on the top floor with a gorgeous view. MRT station is just right outside the hotel. Breakfast although not buffet style, it was more than enough and delicious. Special shout-out to Angelo from the Qin restaurant, who provided exceptional service.","Not really a complaint though, but the air-con was set at 18 degree when we checked in to the room. Even after we switched it off, the room was still cold for many hours.","We were able to check in earlier, was served tea and snack at their rather grand hotel lobby with high ceiling. Room is clean, bed is comfortable. Hotel pool is really nice and situated on the top floor with a gorgeous view. MRT station is just right outside the hotel. Breakfast although not buffet style, it was more than enough and delicious. Special shout-out to Angelo from the Qin restaurant, who provided exceptional service. Not really a complaint though, but the air-con was set at 18 degree when we checked in to the room. Even after we switched it off, the room was still cold for many hours.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"Excellent service, loved the pool and gym. Room was comfortable.",Breakfast could have been tastier,"Excellent service, loved the pool and gym. Room was comfortable. Breakfast could have been tastier",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,- sky pool - cosy room - late checkout - complimentary parking- next to mrt. very convenientbreakfast!! mr angelo & mr chris was very attentive towards our dietary needs. good job!! 👍👍👍,"lack of dustbin, only 1 in toiletno dustbin at lift landing too.","- sky pool - cosy room - late checkout - complimentary parking- next to mrt. very convenientbreakfast!! mr angelo & mr chris was very attentive towards our dietary needs. good job!! 👍👍👍 lack of dustbin, only 1 in toiletno dustbin at lift landing too.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,I like that they incorporate the history of clan associations around the area in relation to their hotel. I am of Chinese descent and I found it really relatable. The welcome tea greatly impressed me and proved that the hotel placed a lot of effort its hospitality. I am in awe that they have SMART toilets as well!,"I really enjoyed my stay at the hotel and love the experience. If I were to nit pick, I would suggest that they have more portions of the seafood porridge during breakfast service. They ran out of it at 9.30am when I was down for breakfast. The SMART toilet kept cleaning itself and it kind of scared me during the first few mins in my room.","I like that they incorporate the history of clan associations around the area in relation to their hotel. I am of Chinese descent and I found it really relatable. The welcome tea greatly impressed me and proved that the hotel placed a lot of effort its hospitality. I am in awe that they have SMART toilets as well! I really enjoyed my stay at the hotel and love the experience. If I were to nit pick, I would suggest that they have more portions of the seafood porridge during breakfast service. They ran out of it at 9.30am when I was down for breakfast. The SMART toilet kept cleaning itself and it kind of scared me during the first few mins in my room.",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,"It is conveniently located opposite Telok Ayer mrt station exit A or you could walk from Raffles Place mrt station easily. Love the aesthetics of the lobby and the little touches around the hotel to make it look ""traditional"" and ""local"". Love the tea selection available - it is not alot, but the taste is really unique! My room was already prepared (aircon switched on, lights on etc) and it was super clean when I checked in early at 10am (I didnt expect to check in so early either, was just expecting to drop off my bags and come back later to check in but the staff, Adrian told me my room is prepared so I could go ahead to check in. Thanks for your help!!)Pool was good and so was the gym - loved that their opening hours were long and you needed another access to enter the gym so you don't get too many people wandering in to see see/ only people who reserved their slots could enter.","The prices are usually high though I could see why, haha! Just hoping to see more promotions so I can come back again!!","It is conveniently located opposite Telok Ayer mrt station exit A or you could walk from Raffles Place mrt station easily. Love the aesthetics of the lobby and the little touches around the hotel to make it look ""traditional"" and ""local"". Love the tea selection available - it is not alot, but the taste is really unique! My room was already prepared (aircon switched on, lights on etc) and it was super clean when I checked in early at 10am (I didnt expect to check in so early either, was just expecting to drop off my bags and come back later to check in but the staff, Adrian told me my room is prepared so I could go ahead to check in. Thanks for your help!!)Pool was good and so was the gym - loved that their opening hours were long and you needed another access to enter the gym so you don't get too many people wandering in to see see/ only people who reserved their slots could enter. The prices are usually high though I could see why, haha! Just hoping to see more promotions so I can come back again!!",5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,4
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,3
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,3
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,1
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,3
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,3
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,3
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,3
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,3
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
The Clan Hotel Singapore by Far East Hospitality,048417,1.2826274,103.8482518,,, ,5
